2	89.491
3	78.991
4	108.288
5	102.506
6	154.858
7	220.033
8	142.063
9	157.151
10	226.455
11	186.387
12	163.163
13	26700.8
14	86898.4
15	52090.8
16	65810.8
17	124777
18	115542
19	146612
20	171539
21	165368
22	147841
23	183447
24	240038
25	182047
26	143221
27	215566
28	209768
29	251863
30	235262
31	230844
32	246736
