2	416.641
3	348.544
4	411.401
5	521.595
6	410.971
7	600.701
8	787.427
9	661.885
10	704.183
11	670.981
12	711.456
13	53442.7
14	104360
15	100088
16	75642.6
17	130184
18	118475
19	144045
20	146506
21	147356
22	88750.4
23	207208
24	180190
25	265539
26	219245
27	221236
28	185279
29	239350
30	153255
31	254980
32	258529
