2	407.162
3	354.233
4	518.059
5	426.759
6	523.049
7	491.43
8	633.075
9	637.022
10	687.386
11	3268.55
12	10091.1
13	26638.8
14	37497.3
15	58573.9
16	89028.4
17	88128.4
18	97398.6
19	163988
20	104107
21	84101.6
22	127170
23	162228
24	181831
25	198616
26	182037
27	191053
28	165575
29	236349
30	269863
31	197374
32	240819
