1	99.157
2	109.517
3	107.112
4	105.268
5	12279.3
6	129.524
7	178.536
8	115.899
9	189.478
10	160.894
11	177.234
12	176.432
13	282.682
14	291.69
15	238.77
16	310.516
17	197.482
18	397.98
19	748.621
20	430.771
21	389.394
22	695.751
23	711.05
24	462.522
25	849.892
26	398.1
27	555.978
28	690.852
29	542.642
30	775.711
31	925.534
32	456.83
